Time,Sample number,Temperature,Humidity,Sensor response,PM response,Temperature MFC
2020-05-28 09:36:57.838714,5687,9,63,88,75,29
2020-05-28 09:36:57.838722,5688,20,59,76,7,23
2020-05-28 09:36:57.838730,5689,31,15,40,62,28
2020-05-28 09:36:57.838737,5690,26,55,90,70,18
2020-05-28 09:36:57.838745,5691,15,82,44,73,1
2020-05-28 09:36:57.838752,5692,38,18,18,80,16
2020-05-28 09:36:57.838759,5693,23,47,4,47,10
2020-05-28 09:36:57.838767,5694,29,89,95,16,4
2020-05-28 09:36:57.838774,5695,19,87,59,47,19
2020-05-28 09:36:57.838782,5696,15,23,1,30,22
2020-05-28 09:36:57.838789,5697,15,29,51,47,13
2020-05-28 09:36:57.838797,5698,14,15,68,90,6
2020-05-28 09:36:57.838804,5699,1,59,90,57,2
2020-05-28 09:36:57.838812,5700,13,45,18,2,16
2020-05-28 09:36:57.838819,5701,9,64,46,60,26
2020-05-28 09:36:57.838827,5702,21,40,94,67,7
2020-05-28 09:36:57.838834,5703,26,40,32,14,40
2020-05-28 09:36:57.838842,5704,1,77,97,66,10
2020-05-28 09:36:57.838849,5705,37,18,86,15,25
2020-05-28 09:36:57.838857,5706,26,61,27,27,17
2020-05-28 09:36:57.838864,5707,38,54,42,18,26
2020-05-28 09:36:57.838872,5708,11,59,46,51,34
2020-05-28 09:36:57.838879,5709,15,70,92,9,23
2020-05-28 09:36:57.838887,5710,23,74,35,80,0
2020-05-28 09:36:57.838894,5711,24,28,84,23,15
2020-05-28 09:36:57.838902,5712,0,23,39,54,38
2020-05-28 09:36:57.838910,5713,6,80,8,2,7
2020-05-28 09:36:57.838917,5714,29,19,89,68,15
2020-05-28 09:36:57.838925,5715,40,68,0,40,7
2020-05-28 09:36:57.838932,5716,2,63,50,34,5
2020-05-28 09:36:57.838940,5717,7,20,80,25,16
2020-05-28 09:36:57.838947,5718,18,71,47,80,0
2020-05-28 09:36:57.838955,5719,9,61,11,8,33
2020-05-28 09:36:57.838962,5720,31,26,26,18,13
2020-05-28 09:36:57.838970,5721,17,23,15,85,18
2020-05-28 09:36:57.838977,5722,5,89,82,62,9
2020-05-28 09:36:57.838984,5723,20,33,15,67,22
2020-05-28 09:36:57.838992,5724,39,42,5,62,15
2020-05-28 09:36:57.838999,5725,7,78,35,14,18
2020-05-28 09:36:57.839007,5726,26,76,36,47,9
2020-05-28 09:36:57.839014,5727,36,62,37,28,3
2020-05-28 09:36:57.839022,5728,4,85,86,40,11
2020-05-28 09:36:57.839029,5729,5,28,33,44,13
2020-05-28 09:36:57.839037,5730,26,45,36,21,3
2020-05-28 09:36:57.839044,5731,5,65,83,1,38
2020-05-28 09:36:57.839052,5732,35,83,42,92,0
2020-05-28 09:36:57.839059,5733,19,88,91,59,35
2020-05-28 09:36:57.839073,5734,28,88,98,92,18
2020-05-28 09:36:57.839089,5735,17,87,10,28,20
2020-05-28 09:36:57.839099,5736,35,85,11,29,0
2020-05-28 09:36:57.839106,5737,2,42,23,51,22
2020-05-28 09:36:57.839114,5738,34,51,52,2,2
2020-05-28 09:36:57.839122,5739,1,27,88,87,36
2020-05-28 09:36:57.839129,5740,21,39,16,28,17
2020-05-28 09:36:57.839137,5741,5,23,50,29,33
2020-05-28 09:36:57.839145,5742,36,65,75,18,21
2020-05-28 09:36:57.839153,5743,17,42,44,8,18
2020-05-28 09:36:57.839160,5744,10,78,43,23,11
2020-05-28 09:36:57.839168,5745,11,20,68,73,18
2020-05-28 09:36:57.839175,5746,30,66,19,75,24
2020-05-28 09:36:57.839183,5747,25,16,8,47,38
2020-05-28 09:36:57.839190,5748,4,55,0,1,17
2020-05-28 09:36:57.839198,5749,31,80,0,92,27
2020-05-28 09:36:57.839205,5750,10,27,26,18,29
2020-05-28 09:36:57.839213,5751,34,28,17,62,26
2020-05-28 09:36:57.839220,5752,39,89,86,76,37
2020-05-28 09:36:57.839227,5753,1,90,45,3,29
2020-05-28 09:36:57.839235,5754,10,80,59,28,40
2020-05-28 09:36:57.839242,5755,39,73,37,44,32
2020-05-28 09:36:57.839250,5756,25,63,6,96,31
2020-05-28 09:36:57.839257,5757,17,36,94,19,10
2020-05-28 09:36:57.839265,5758,35,85,9,36,9
2020-05-28 09:36:57.839272,5759,14,26,13,87,20
2020-05-28 09:36:57.839279,5760,23,87,89,49,25
2020-05-28 09:36:57.839287,5761,1,47,50,53,20
2020-05-28 09:36:57.839294,5762,10,16,16,22,34
2020-05-28 09:36:57.839302,5763,3,65,89,44,40
2020-05-28 09:36:57.839309,5764,4,58,99,14,23
2020-05-28 09:36:57.839317,5765,27,69,27,28,1
2020-05-28 09:36:57.839324,5766,4,68,5,53,11
2020-05-28 09:36:57.839332,5767,14,41,71,8,22
2020-05-28 09:36:57.839339,5768,36,57,100,66,9
2020-05-28 09:36:57.839347,5769,33,34,42,25,19
2020-05-28 09:36:57.839354,5770,34,48,13,82,15
2020-05-28 09:36:57.839362,5771,10,83,63,19,29
2020-05-28 09:36:57.839369,5772,16,63,71,28,27
2020-05-28 09:36:57.839377,5773,16,53,34,88,10
2020-05-28 09:36:57.839384,5774,6,41,22,70,13
2020-05-28 09:36:57.839392,5775,4,48,18,27,18
2020-05-28 09:36:57.839399,5776,27,69,12,71,18
2020-05-28 09:36:57.839407,5777,1,72,62,88,27
2020-05-28 09:36:57.839414,5778,25,61,40,9,4
2020-05-28 09:36:57.839422,5779,36,61,26,38,3
2020-05-28 09:36:57.839429,5780,9,18,80,40,4
2020-05-28 09:36:57.839437,5781,32,28,64,58,21
2020-05-28 09:36:57.839445,5782,18,71,52,100,26
2020-05-28 09:36:57.839452,5783,34,61,89,77,17
2020-05-28 09:36:57.839459,5784,37,17,60,75,6
2020-05-28 09:36:57.839467,5785,11,77,33,90,2
2020-05-28 09:36:57.839474,5786,19,41,62,5,19
2020-05-28 09:36:57.839482,5787,3,81,58,76,35
2020-05-28 09:36:57.839489,5788,23,29,65,6,24
2020-05-28 09:36:57.839497,5789,5,59,16,35,35
2020-05-28 09:36:57.839504,5790,4,84,9,29,19
2020-05-28 09:36:57.839512,5791,0,70,7,8,22
2020-05-28 09:36:57.839519,5792,28,45,57,75,20
2020-05-28 09:36:57.839527,5793,18,30,88,5,30
2020-05-28 09:36:57.839534,5794,7,69,5,86,32
2020-05-28 09:36:57.839542,5795,23,28,84,1,26
2020-05-28 09:36:57.839549,5796,33,52,55,79,33
2020-05-28 09:36:57.839557,5797,14,20,88,71,37
2020-05-28 09:36:57.839564,5798,19,17,60,43,5
2020-05-28 09:36:57.839592,5799,5,61,78,93,10
2020-05-28 09:36:57.839600,5800,9,29,29,3,21
2020-05-28 09:36:57.839608,5801,26,90,28,11,28
2020-05-28 09:36:57.839632,5802,2,80,49,46,3
2020-05-28 09:36:57.839659,5803,15,32,87,72,21
2020-05-28 09:36:57.839680,5804,9,18,66,2,17
2020-05-28 09:36:57.839701,5805,33,31,70,32,11
2020-05-28 09:36:57.839739,5806,32,27,26,39,7
2020-05-28 09:36:57.839761,5807,29,49,51,44,33
2020-05-28 09:36:57.839785,5808,0,25,89,4,35
2020-05-28 09:36:57.839799,5809,8,88,47,12,32
2020-05-28 09:36:57.839808,5810,40,81,21,89,0
2020-05-28 09:36:57.839824,5811,18,47,80,5,14
2020-05-28 09:36:57.839846,5812,19,87,90,78,12
2020-05-28 09:36:57.839921,5813,34,16,63,73,17
2020-05-28 09:36:57.839930,5814,21,34,18,96,21
2020-05-28 09:36:57.839938,5815,29,66,32,12,36
2020-05-28 09:36:57.839946,5816,34,41,44,21,10
2020-05-28 09:36:57.839976,5817,35,51,29,54,27
2020-05-28 09:36:57.839992,5818,4,28,19,59,37
2020-05-28 09:36:57.840001,5819,11,73,58,13,26
2020-05-28 09:36:57.840019,5820,23,81,74,13,39
2020-05-28 09:36:57.840036,5821,29,29,79,94,34
2020-05-28 09:36:57.840064,5822,3,88,50,32,17
2020-05-28 09:36:57.840072,5823,7,79,37,14,34
2020-05-28 09:36:57.840079,5824,18,74,66,63,31
2020-05-28 09:36:57.840087,5825,38,65,18,58,23
2020-05-28 09:36:57.840094,5826,32,30,12,64,28
2020-05-28 09:36:57.840102,5827,1,61,91,33,37
2020-05-28 09:36:57.840109,5828,2,52,100,33,12
2020-05-28 09:36:57.840117,5829,23,27,33,56,24
2020-05-28 09:36:57.840124,5830,20,80,74,96,6
2020-05-28 09:36:57.840132,5831,12,36,12,15,12
2020-05-28 09:36:57.840139,5832,4,83,7,49,38
2020-05-28 09:36:57.840147,5833,10,56,25,79,9
2020-05-28 09:36:57.840154,5834,40,70,54,97,7
2020-05-28 09:36:57.840162,5835,31,33,19,2,13
2020-05-28 09:36:57.840169,5836,30,39,99,36,22
2020-05-28 09:36:57.840177,5837,4,85,6,8,1
2020-05-28 09:36:57.840184,5838,12,31,45,98,4
2020-05-28 09:36:57.840192,5839,7,21,85,72,29
2020-05-28 09:36:57.840199,5840,2,21,76,89,39
2020-05-28 09:36:57.840207,5841,34,68,48,69,0
2020-05-28 09:36:57.840214,5842,0,68,25,42,27
2020-05-28 09:36:57.840222,5843,39,82,15,47,0
2020-05-28 09:36:57.840229,5844,24,88,22,26,24
2020-05-28 09:36:57.840237,5845,22,45,12,41,33
2020-05-28 09:36:57.840244,5846,10,30,33,82,22
2020-05-28 09:36:57.840252,5847,18,75,44,61,25
2020-05-28 09:36:57.840259,5848,40,28,68,87,5
2020-05-28 09:36:57.840267,5849,33,75,95,66,16
2020-05-28 09:36:57.840275,5850,9,65,73,91,10
2020-05-28 09:36:57.840282,5851,29,85,71,6,39
2020-05-28 09:36:57.840290,5852,0,58,12,38,26
2020-05-28 09:36:57.840297,5853,29,38,62,7,24
2020-05-28 09:36:57.840305,5854,12,67,62,94,32
2020-05-28 09:36:57.840312,5855,11,68,61,10,20
2020-05-28 09:36:57.840320,5856,8,40,36,97,16
2020-05-28 09:36:57.840327,5857,37,80,81,37,4
2020-05-28 09:36:57.840335,5858,1,47,54,75,11
2020-05-28 09:36:57.840342,5859,10,33,89,9,2
2020-05-28 09:36:57.840350,5860,33,63,66,11,10
2020-05-28 09:36:57.840357,5861,38,56,40,22,9
2020-05-28 09:36:57.840365,5862,20,16,79,38,17
2020-05-28 09:36:57.840372,5863,0,68,74,64,24
2020-05-28 09:36:57.840380,5864,36,70,81,12,29
2020-05-28 09:36:57.840387,5865,17,34,91,86,33
2020-05-28 09:36:57.840395,5866,1,87,96,75,12
2020-05-28 09:36:57.840403,5867,34,81,69,58,38
2020-05-28 09:36:57.840410,5868,39,24,41,35,11
2020-05-28 09:36:57.840418,5869,9,71,70,11,29
2020-05-28 09:36:57.840426,5870,36,26,64,74,6
2020-05-28 09:36:57.840433,5871,3,79,80,38,17
2020-05-28 09:36:57.840441,5872,36,76,82,56,19
2020-05-28 09:36:57.840448,5873,4,78,39,41,28
2020-05-28 09:36:57.840456,5874,22,34,6,70,2
2020-05-28 09:36:57.840463,5875,12,38,37,83,13
2020-05-28 09:36:57.840471,5876,8,24,91,15,29
2020-05-28 09:36:57.840478,5877,13,59,35,24,17
2020-05-28 09:36:57.840486,5878,3,21,37,44,7
2020-05-28 09:36:57.840493,5879,33,72,47,25,2
2020-05-28 09:36:57.840501,5880,27,61,41,50,20
2020-05-28 09:36:57.840508,5881,9,51,11,46,6
2020-05-28 09:36:57.840516,5882,28,80,52,2,8
2020-05-28 09:36:57.840523,5883,2,27,91,46,21
2020-05-28 09:36:57.840531,5884,11,44,11,59,26
2020-05-28 09:36:57.840538,5885,27,67,67,38,10
2020-05-28 09:36:57.840546,5886,30,40,40,50,3
2020-05-28 09:36:57.840553,5887,35,29,50,6,23
2020-05-28 09:36:57.840561,5888,8,57,4,66,17
2020-05-28 09:36:57.840568,5889,22,60,5,96,9
2020-05-28 09:36:57.840576,5890,34,53,61,73,3
2020-05-28 09:36:57.840584,5891,4,82,23,84,25
2020-05-28 09:36:57.840591,5892,26,61,75,2,4
2020-05-28 09:36:57.840599,5893,35,46,9,52,7
2020-05-28 09:36:57.840606,5894,36,88,55,100,10
2020-05-28 09:36:57.840614,5895,35,71,18,73,27
2020-05-28 09:36:57.840621,5896,13,74,10,10,5
2020-05-28 09:36:57.840629,5897,3,30,17,28,10
2020-05-28 09:36:57.840637,5898,34,47,48,6,7
2020-05-28 09:36:57.840644,5899,29,23,47,11,36
2020-05-28 09:36:57.840652,5900,32,31,9,29,28
2020-05-28 09:36:57.840659,5901,2,77,17,47,14
2020-05-28 09:36:57.840667,5902,40,54,36,71,10
2020-05-28 09:36:57.840674,5903,21,56,80,90,16
2020-05-28 09:36:57.840682,5904,30,24,92,99,28
2020-05-28 09:36:57.840689,5905,39,88,81,53,16
2020-05-28 09:36:57.840697,5906,9,41,20,21,14
2020-05-28 09:36:57.840711,5907,37,72,79,78,20
2020-05-28 09:36:57.840727,5908,26,31,15,14,22
2020-05-28 09:36:57.840736,5909,37,67,48,79,17
2020-05-28 09:36:57.840744,5910,29,84,57,99,21
2020-05-28 09:36:57.840752,5911,39,41,97,56,28
2020-05-28 09:36:57.840759,5912,39,35,0,84,14
2020-05-28 09:36:57.840767,5913,15,24,1,14,5
2020-05-28 09:36:57.840774,5914,10,73,8,0,31
2020-05-28 09:36:57.840782,5915,13,76,4,63,12
2020-05-28 09:36:57.840789,5916,26,30,45,25,17
2020-05-28 09:36:57.840797,5917,3,30,100,22,29
2020-05-28 09:36:57.840804,5918,17,33,24,59,34
2020-05-28 09:36:57.840812,5919,14,21,90,65,10
2020-05-28 09:36:57.840819,5920,28,24,8,0,21
2020-05-28 09:36:57.840835,5921,15,22,62,22,7
2020-05-28 09:36:57.840863,5922,39,89,36,57,10
2020-05-28 09:36:57.840871,5923,20,39,90,81,35
2020-05-28 09:36:57.840879,5924,18,69,93,11,17
2020-05-28 09:36:57.840904,5925,32,70,64,94,34
2020-05-28 09:36:57.840912,5926,22,58,81,42,31
2020-05-28 09:36:57.840919,5927,10,33,60,92,2
2020-05-28 09:36:57.840927,5928,11,88,43,15,0
2020-05-28 09:36:57.840935,5929,39,59,17,59,6
2020-05-28 09:36:57.840943,5930,37,62,1,70,0
2020-05-28 09:36:57.840950,5931,3,79,89,32,5
2020-05-28 09:36:57.840958,5932,5,73,16,0,16
2020-05-28 09:36:57.840965,5933,10,73,26,80,13
2020-05-28 09:36:57.840973,5934,5,42,28,97,8
2020-05-28 09:36:57.840980,5935,10,45,33,45,34
2020-05-28 09:36:57.840988,5936,2,76,24,92,32
2020-05-28 09:36:57.840995,5937,3,49,42,90,10
2020-05-28 09:36:57.841003,5938,32,68,89,3,37
2020-05-28 09:36:57.841010,5939,2,87,29,39,4
2020-05-28 09:36:57.841018,5940,33,66,45,52,10
2020-05-28 09:36:57.841025,5941,10,89,54,30,31
2020-05-28 09:36:57.841033,5942,20,65,96,73,39
2020-05-28 09:36:57.841040,5943,36,25,44,88,6
2020-05-28 09:36:57.841048,5944,20,37,68,33,20
2020-05-28 09:36:57.841055,5945,10,80,70,12,27
2020-05-28 09:36:57.841063,5946,14,48,92,57,26
2020-05-28 09:36:57.841070,5947,14,56,64,66,20
2020-05-28 09:36:57.841077,5948,8,83,63,74,0
2020-05-28 09:36:57.841085,5949,32,78,78,13,19
2020-05-28 09:36:57.841092,5950,39,55,6,66,17
2020-05-28 09:36:57.841100,5951,1,43,82,63,17
2020-05-28 09:36:57.841107,5952,9,89,59,90,12
2020-05-28 09:36:57.841115,5953,21,42,15,17,5
2020-05-28 09:36:57.841122,5954,36,65,41,13,7
2020-05-28 09:36:57.841130,5955,32,85,78,86,3
2020-05-28 09:36:57.841138,5956,26,71,85,17,14
2020-05-28 09:36:57.841145,5957,12,20,44,67,38
2020-05-28 09:36:57.841153,5958,16,59,91,24,27
2020-05-28 09:36:57.841160,5959,8,45,18,91,29
2020-05-28 09:36:57.841168,5960,11,75,96,94,27
2020-05-28 09:36:57.841175,5961,40,82,22,17,16
2020-05-28 09:36:57.841183,5962,23,71,37,2,12
2020-05-28 09:36:57.841190,5963,27,25,28,80,23
2020-05-28 09:36:57.841198,5964,23,56,100,94,6
2020-05-28 09:36:57.841205,5965,40,18,42,19,25
2020-05-28 09:36:57.841213,5966,21,50,93,9,2
2020-05-28 09:36:57.841220,5967,38,54,24,94,30
2020-05-28 09:36:57.841228,5968,28,21,85,92,4
2020-05-28 09:36:57.841235,5969,34,41,94,85,36
2020-05-28 09:36:57.841243,5970,14,51,46,27,17
2020-05-28 09:36:57.841250,5971,3,21,19,70,6
2020-05-28 09:36:57.841258,5972,25,26,1,17,0
2020-05-28 09:36:57.841265,5973,23,65,98,99,35
2020-05-28 09:36:57.841273,5974,10,39,61,79,34
2020-05-28 09:36:57.841280,5975,28,66,72,33,31
2020-05-28 09:36:57.841288,5976,36,44,26,12,23
2020-05-28 09:36:57.841295,5977,13,62,38,3,30
2020-05-28 09:36:57.841303,5978,6,68,0,50,14
2020-05-28 09:36:57.841310,5979,36,23,43,10,14
2020-05-28 09:36:57.841318,5980,39,62,44,25,29
2020-05-28 09:36:57.841325,5981,27,57,8,55,4
2020-05-28 09:36:57.841333,5982,38,77,96,97,19
2020-05-28 09:36:57.841340,5983,16,39,13,46,21
2020-05-28 09:36:57.841348,5984,38,56,66,25,22
2020-05-28 09:36:57.841355,5985,15,72,52,84,38
2020-05-28 09:36:57.841363,5986,2,19,45,2,2
2020-05-28 09:36:57.841370,5987,12,70,26,95,9
2020-05-28 09:36:57.841378,5988,10,31,29,28,34
2020-05-28 09:36:57.841385,5989,25,56,73,49,19
2020-05-28 09:36:57.841393,5990,35,29,82,87,40
2020-05-28 09:36:57.841401,5991,6,71,18,9,5
2020-05-28 09:36:57.841409,5992,23,77,55,66,12
2020-05-28 09:36:57.841424,5993,13,52,37,54,32
2020-05-28 09:36:57.841440,5994,6,87,73,57,4
2020-05-28 09:36:57.841450,5995,35,45,60,11,21
2020-05-28 09:36:57.841458,5996,11,55,77,62,18
2020-05-28 09:36:57.841465,5997,2,54,38,43,28
2020-05-28 09:36:57.841473,5998,32,27,5,13,35
2020-05-28 09:36:57.841480,5999,40,88,75,27,31
2020-05-28 09:36:57.841487,6000,34,24,34,31,24
2020-05-28 09:36:57.841495,6001,24,63,14,79,16
2020-05-28 09:36:57.841502,6002,38,89,4,28,7
2020-05-28 09:36:57.841510,6003,32,90,20,51,25
2020-05-28 09:36:57.841517,6004,29,59,32,75,9
2020-05-28 09:36:57.841525,6005,28,48,22,47,21
2020-05-28 09:36:57.841532,6006,28,83,22,26,6
2020-05-28 09:36:57.841540,6007,27,44,61,4,2
2020-05-28 09:36:57.841547,6008,26,72,39,16,8
2020-05-28 09:36:57.841555,6009,19,82,60,84,4
2020-05-28 09:36:57.841562,6010,29,34,14,11,35
2020-05-28 09:36:57.841570,6011,40,25,35,30,21
2020-05-28 09:36:57.841577,6012,28,83,98,30,6
2020-05-28 09:36:57.841585,6013,27,52,86,12,5
2020-05-28 09:36:57.841592,6014,40,18,51,23,5
2020-05-28 09:36:57.841599,6015,30,29,54,63,14
2020-05-28 09:36:57.841607,6016,3,39,2,95,11
2020-05-28 09:36:57.841615,6017,18,36,74,27,21
2020-05-28 09:36:57.841622,6018,20,54,64,59,39
2020-05-28 09:36:57.841629,6019,25,38,96,64,32
2020-05-28 09:36:57.841637,6020,3,64,13,47,3
2020-05-28 09:36:57.841645,6021,36,17,88,81,6
2020-05-28 09:36:57.841652,6022,6,52,7,25,34
2020-05-28 09:36:57.841660,6023,12,25,40,13,24
2020-05-28 09:36:57.841667,6024,34,43,95,63,29
2020-05-28 09:36:57.841675,6025,26,33,53,26,5
2020-05-28 09:36:57.841682,6026,14,25,25,73,23
2020-05-28 09:36:57.841689,6027,5,57,23,66,1
2020-05-28 09:36:57.841697,6028,30,80,94,10,5
2020-05-28 09:36:57.841704,6029,14,58,88,87,30
2020-05-28 09:36:57.841712,6030,14,69,86,21,12
2020-05-28 09:36:57.841719,6031,1,20,98,5,12
2020-05-28 09:36:57.841727,6032,0,39,77,24,21
2020-05-28 09:36:57.841734,6033,33,84,51,100,8
2020-05-28 09:36:57.841742,6034,20,33,17,29,39
2020-05-28 09:36:57.841749,6035,6,76,68,92,20
2020-05-28 09:36:57.841757,6036,13,87,68,31,5
2020-05-28 09:36:57.841764,6037,3,45,23,85,34
2020-05-28 09:36:57.841772,6038,1,36,94,65,24
2020-05-28 09:36:57.841779,6039,24,65,72,67,18
2020-05-28 09:36:57.841787,6040,2,85,71,59,33
2020-05-28 09:36:57.841794,6041,13,25,95,2,13
2020-05-28 09:36:57.841802,6042,13,74,77,98,3
2020-05-28 09:36:57.841809,6043,37,50,60,25,33
2020-05-28 09:36:57.841817,6044,40,22,47,47,20
2020-05-28 09:36:57.841824,6045,32,72,93,73,9
2020-05-28 09:36:57.841832,6046,21,84,59,68,27
2020-05-28 09:36:57.841839,6047,15,58,65,73,33
2020-05-28 09:36:57.841846,6048,19,30,25,73,29
2020-05-28 09:36:57.841854,6049,31,49,47,62,27
2020-05-28 09:36:57.841861,6050,0,62,73,76,19
2020-05-28 09:36:57.841869,6051,37,52,20,83,28
2020-05-28 09:36:57.841876,6052,32,61,39,86,24
2020-05-28 09:36:57.841884,6053,15,29,9,4,21
2020-05-28 09:36:57.841892,6054,0,68,30,24,40
2020-05-28 09:36:57.841899,6055,15,30,30,10,38
2020-05-28 09:36:57.841907,6056,8,29,91,71,19
2020-05-28 09:36:57.841914,6057,34,44,36,40,9
2020-05-28 09:36:57.841922,6058,28,46,63,53,35
2020-05-28 09:36:57.841929,6059,21,39,82,78,5
2020-05-28 09:36:57.841937,6060,24,22,37,23,36
2020-05-28 09:36:57.841944,6061,18,82,72,40,15
2020-05-28 09:36:57.841952,6062,25,56,46,89,26
2020-05-28 09:36:57.841959,6063,4,44,67,15,29
2020-05-28 09:36:57.841967,6064,26,31,44,18,12
2020-05-28 09:36:57.841974,6065,34,77,57,44,31
2020-05-28 09:36:57.841981,6066,10,44,40,64,17
2020-05-28 09:36:57.841989,6067,7,89,9,31,28
2020-05-28 09:36:57.841996,6068,37,38,54,54,34
2020-05-28 09:36:57.842004,6069,1,77,22,34,23
2020-05-28 09:36:57.842011,6070,1,26,4,44,25
2020-05-28 09:36:57.842019,6071,16,85,2,2,0
2020-05-28 09:36:57.842026,6072,11,55,51,71,19
2020-05-28 09:36:57.842034,6073,21,44,65,42,5
2020-05-28 09:36:57.842041,6074,26,80,74,87,29
2020-05-28 09:36:57.842048,6075,10,21,87,82,4
2020-05-28 09:36:57.842056,6076,0,45,24,42,34
2020-05-28 09:36:57.842064,6077,2,39,93,47,0
2020-05-28 09:36:57.842071,6078,26,81,96,56,7
2020-05-28 09:36:57.842079,6079,6,65,59,83,29
2020-05-28 09:36:57.842092,6080,0,43,5,19,25
2020-05-28 09:36:57.842108,6081,1,46,18,88,3
2020-05-28 09:36:57.842118,6082,22,89,50,67,28
2020-05-28 09:36:57.842126,6083,25,73,55,37,33
2020-05-28 09:36:57.842133,6084,33,39,74,20,19
2020-05-28 09:36:57.842141,6085,36,86,76,32,11
2020-05-28 09:36:57.842148,6086,31,70,38,52,39
2020-05-28 09:36:57.842156,6087,14,40,38,22,34
2020-05-28 09:36:57.842163,6088,21,19,69,51,40
2020-05-28 09:36:57.842171,6089,28,43,36,16,26
2020-05-28 09:36:57.842181,6090,16,47,55,19,0
2020-05-28 09:36:57.842192,6091,37,60,13,24,8
2020-05-28 09:36:57.842203,6092,22,68,35,16,4
2020-05-28 09:36:57.842214,6093,27,62,2,26,37
2020-05-28 09:36:57.842227,6094,5,71,30,78,31
2020-05-28 09:36:57.842260,6095,22,75,52,76,30
2020-05-28 09:36:57.842296,6096,11,67,83,51,30
2020-05-28 09:36:57.842309,6097,25,19,78,11,14
2020-05-28 09:36:57.842321,6098,20,81,97,67,1
2020-05-28 09:36:57.842329,6099,35,57,54,20,9
2020-05-28 09:36:57.842337,6100,6,18,44,52,26
2020-05-28 09:36:57.842345,6101,12,32,48,66,25
2020-05-28 09:36:57.842353,6102,24,79,74,67,11
2020-05-28 09:36:57.842361,6103,11,84,19,82,24
2020-05-28 09:36:57.842369,6104,2,89,68,1,40
2020-05-28 09:36:57.842389,6105,16,16,57,42,18
2020-05-28 09:36:57.842413,6106,18,21,46,57,36
2020-05-28 09:36:57.842426,6107,31,71,35,48,11
2020-05-28 09:36:57.842434,6108,8,87,66,33,22
2020-05-28 09:36:57.842443,6109,12,60,15,85,20
2020-05-28 09:36:57.842451,6110,19,24,91,36,23
2020-05-28 09:36:57.842459,6111,33,43,45,38,12
2020-05-28 09:36:57.842467,6112,26,79,28,31,0
2020-05-28 09:36:57.842486,6113,19,68,5,51,9
2020-05-28 09:36:57.842505,6114,0,54,24,91,3
2020-05-28 09:36:57.842514,6115,11,33,21,89,9
2020-05-28 09:36:57.842536,6116,29,83,46,33,11
2020-05-28 09:36:57.842551,6117,9,86,73,65,0
2020-05-28 09:36:57.842562,6118,33,23,12,45,31
2020-05-28 09:36:57.842584,6119,12,60,28,16,21
2020-05-28 09:36:57.842606,6120,10,64,47,54,8
2020-05-28 09:36:57.842627,6121,33,27,85,56,35
2020-05-28 09:36:57.842645,6122,16,18,86,18,29
2020-05-28 09:36:57.842665,6123,0,63,23,56,28
2020-05-28 09:36:57.842675,6124,15,53,68,22,3
2020-05-28 09:36:57.842683,6125,1,34,33,51,0
2020-05-28 09:36:57.842691,6126,28,42,20,76,5
2020-05-28 09:36:57.842699,6127,21,84,6,100,6
2020-05-28 09:36:57.842707,6128,22,44,44,62,15
2020-05-28 09:36:57.842715,6129,27,51,65,58,0
2020-05-28 09:36:57.842723,6130,14,15,93,49,23
2020-05-28 09:36:57.842731,6131,9,82,59,24,7
2020-05-28 09:36:57.842739,6132,14,40,100,43,29
2020-05-28 09:36:57.842747,6133,19,15,26,82,31
2020-05-28 09:36:57.842755,6134,8,37,78,68,38
2020-05-28 09:36:57.842763,6135,40,24,73,24,26
2020-05-28 09:36:57.842771,6136,28,47,91,89,12
2020-05-28 09:36:57.842779,6137,30,62,77,23,35
2020-05-28 09:36:57.842787,6138,20,47,87,20,11
2020-05-28 09:36:57.842795,6139,39,54,51,17,38
2020-05-28 09:36:57.842803,6140,25,75,76,99,31
2020-05-28 09:36:57.842811,6141,22,86,59,21,37
2020-05-28 09:36:57.842819,6142,5,19,52,21,14
2020-05-28 09:36:57.842827,6143,40,51,17,91,24
2020-05-28 09:36:57.842835,6144,29,24,5,49,27
2020-05-28 09:36:57.842843,6145,34,47,48,86,33
2020-05-28 09:36:57.842851,6146,10,37,25,9,7
2020-05-28 09:36:57.842859,6147,5,20,30,66,22
2020-05-28 09:36:57.842867,6148,36,29,99,25,35
2020-05-28 09:36:57.842875,6149,40,17,15,15,36
2020-05-28 09:36:57.842883,6150,38,65,96,79,36
2020-05-28 09:36:57.842890,6151,6,45,17,90,8
2020-05-28 09:36:57.842898,6152,19,25,85,36,12
2020-05-28 09:36:57.842906,6153,30,27,29,56,4
2020-05-28 09:36:57.842914,6154,35,35,44,25,8
2020-05-28 09:36:57.842922,6155,25,32,15,62,8
2020-05-28 09:36:57.842930,6156,2,69,55,19,13
2020-05-28 09:36:57.842938,6157,0,55,35,42,17
2020-05-28 09:36:57.842946,6158,32,25,61,14,39
2020-05-28 09:36:57.842954,6159,10,79,11,9,0
2020-05-28 09:36:57.842962,6160,32,50,74,69,34
2020-05-28 09:36:57.842970,6161,23,68,39,3,25
2020-05-28 09:36:57.842978,6162,38,64,89,53,30
2020-05-28 09:36:57.842986,6163,32,55,42,19,19
2020-05-28 09:36:57.842994,6164,23,87,78,4,22
2020-05-28 09:36:57.843002,6165,2,17,3,81,27
2020-05-28 09:36:57.843022,6166,32,57,49,26,10
2020-05-28 09:36:57.843046,6167,32,40,25,76,24
